image_path,label
processed_images\angry_Training_1779888.jpg_0.jpg,angry
processed_images\angry_Training_17825044.jpg_0.jpg,angry
processed_images\angry_Training_178362.jpg_0.jpg,angry
processed_images\angry_Training_17869141.jpg_0.jpg,angry
processed_images\angry_Training_17871246.jpg_0.jpg,angry
processed_images\angry_Training_17907423.jpg_0.jpg,angry
processed_images\angry_Training_17946627.jpg_0.jpg,angry
processed_images\angry_Training_17977606.jpg_0.jpg,angry
processed_images\angry_Training_1797833.jpg_0.jpg,angry
processed_images\angry_Training_18012086.jpg_0.jpg,angry
processed_images\angry_Training_18058034.jpg_0.jpg,angry
processed_images\angry_Training_18096819.jpg_0.jpg,angry
processed_images\angry_Training_18101749.jpg_0.jpg,angry
processed_images\angry_Training_18152779.jpg_0.jpg,angry
processed_images\angry_Training_18384206.jpg_0.jpg,angry
processed_images\angry_Training_18403526.jpg_0.jpg,angry
processed_images\angry_Training_18437561.jpg_0.jpg,angry
processed_images\angry_Training_18460889.jpg_0.jpg,angry
processed_images\angry_Training_18468344.jpg_0.jpg,angry
processed_images\angry_Training_18473098.jpg_0.jpg,angry
processed_images\angry_Training_18498178.jpg_0.jpg,angry
processed_images\angry_Training_18529397.jpg_0.jpg,angry
processed_images\angry_Training_1854333.jpg_0.jpg,angry
processed_images\angry_Training_18579411.jpg_0.jpg,angry
processed_images\angry_Training_18622081.jpg_0.jpg,angry
processed_images\angry_Training_18633212.jpg_0.jpg,angry
processed_images\angry_Training_18679815.jpg_0.jpg,angry
processed_images\angry_Training_18687003.jpg_0.jpg,angry
processed_images\angry_Training_18688703.jpg_0.jpg,angry
processed_images\angry_Training_18699711.jpg_0.jpg,angry
processed_images\angry_Training_18714040.jpg_0.jpg,angry
processed_images\angry_Training_18766042.jpg_0.jpg,angry
processed_images\angry_Training_18769667.jpg_0.jpg,angry
processed_images\angry_Training_18775545.jpg_0.jpg,angry
processed_images\angry_Training_18793535.jpg_0.jpg,angry
processed_images\angry_Training_18806679.jpg_0.jpg,angry
processed_images\angry_Training_18833065.jpg_0.jpg,angry
processed_images\angry_Training_1886687.jpg_0.jpg,angry
processed_images\angry_Training_18888080.jpg_0.jpg,angry
processed_images\angry_Training_18894040.jpg_0.jpg,angry
processed_images\angry_Training_18966100.jpg_0.jpg,angry
processed_images\angry_Training_18972883.jpg_0.jpg,angry
processed_images\angry_Training_18995850.jpg_0.jpg,angry
processed_images\angry_Training_19037832.jpg_0.jpg,angry
processed_images\angry_Training_19060950.jpg_0.jpg,angry
processed_images\angry_Training_19103814.jpg_0.jpg,angry
processed_images\angry_Training_19104128.jpg_0.jpg,angry
processed_images\angry_Training_19153111.jpg_0.jpg,angry
processed_images\angry_Training_19214465.jpg_0.jpg,angry
processed_images\angry_Training_1924056.jpg_0.jpg,angry
processed_images\angry_Training_19280895.jpg_0.jpg,angry
processed_images\angry_Training_19282935.jpg_0.jpg,angry
processed_images\angry_Training_19321092.jpg_0.jpg,angry
processed_images\angry_Training_1934096.jpg_0.jpg,angry
processed_images\angry_Training_19370670.jpg_0.jpg,angry
processed_images\angry_Training_19401825.jpg_0.jpg,angry
processed_images\angry_Training_19418971.jpg_0.jpg,angry
processed_images\angry_Training_19426501.jpg_0.jpg,angry
processed_images\angry_Training_19437515.jpg_0.jpg,angry
processed_images\angry_Training_1951293.jpg_0.jpg,angry
processed_images\angry_Training_19521391.jpg_0.jpg,angry
processed_images\angry_Training_19565840.jpg_0.jpg,angry
processed_images\angry_Training_19568389.jpg_0.jpg,angry
processed_images\angry_Training_19578975.jpg_0.jpg,angry
processed_images\angry_Training_19605770.jpg_0.jpg,angry
processed_images\angry_Training_19633287.jpg_0.jpg,angry
processed_images\angry_Training_19643622.jpg_0.jpg,angry
processed_images\angry_Training_19662644.jpg_0.jpg,angry
processed_images\angry_Training_19687209.jpg_0.jpg,angry
processed_images\angry_Training_19726930.jpg_0.jpg,angry
processed_images\angry_Training_19760225.jpg_0.jpg,angry
processed_images\angry_Training_19778378.jpg_0.jpg,angry
processed_images\angry_Training_19848415.jpg_0.jpg,angry
processed_images\angry_Training_19855344.jpg_0.jpg,angry
processed_images\angry_Training_19903870.jpg_0.jpg,angry
processed_images\angry_Training_19917862.jpg_0.jpg,angry
processed_images\angry_Training_19970288.jpg_0.jpg,angry
processed_images\angry_Training_20006314.jpg_0.jpg,angry
processed_images\angry_Training_20058735.jpg_0.jpg,angry
processed_images\angry_Training_20106254.jpg_0.jpg,angry
processed_images\angry_Training_20186507.jpg_0.jpg,angry
processed_images\angry_Training_20261252.jpg_0.jpg,angry
processed_images\angry_Training_20262264.jpg_0.jpg,angry
processed_images\angry_Training_20272265.jpg_0.jpg,angry
processed_images\angry_Training_20311288.jpg_0.jpg,angry
processed_images\angry_Training_20317679.jpg_0.jpg,angry
processed_images\angry_Training_20326127.jpg_0.jpg,angry
processed_images\angry_Training_20343576.jpg_0.jpg,angry
processed_images\angry_Training_20374852.jpg_0.jpg,angry
processed_images\angry_Training_20388702.jpg_0.jpg,angry
processed_images\angry_Training_20398356.jpg_0.jpg,angry
processed_images\angry_Training_20445632.jpg_0.jpg,angry
processed_images\angry_Training_20531010.jpg_0.jpg,angry
processed_images\angry_Training_20583731.jpg_0.jpg,angry
processed_images\angry_Training_20614662.jpg_0.jpg,angry
processed_images\angry_Training_20628210.jpg_0.jpg,angry
processed_images\angry_Training_20650406.jpg_0.jpg,angry
processed_images\angry_Training_20661113.jpg_0.jpg,angry
processed_images\angry_Training_20682032.jpg_0.jpg,angry
processed_images\angry_Training_20688095.jpg_0.jpg,angry
processed_images\angry_Training_20735338.jpg_0.jpg,angry
processed_images\angry_Training_20748658.jpg_0.jpg,angry
processed_images\angry_Training_20807662.jpg_0.jpg,angry
processed_images\angry_Training_2081591.jpg_0.jpg,angry
processed_images\angry_Training_20822105.jpg_0.jpg,angry
processed_images\angry_Training_20825412.jpg_0.jpg,angry
processed_images\angry_Training_20835143.jpg_0.jpg,angry
processed_images\angry_Training_20870568.jpg_0.jpg,angry
processed_images\angry_Training_20916121.jpg_0.jpg,angry
processed_images\angry_Training_20940258.jpg_0.jpg,angry
processed_images\angry_Training_20946656.jpg_0.jpg,angry
processed_images\angry_Training_20952119.jpg_0.jpg,angry
processed_images\angry_Training_20968527.jpg_0.jpg,angry
processed_images\angry_Training_2097603.jpg_0.jpg,angry
processed_images\angry_Training_20990451.jpg_0.jpg,angry
processed_images\angry_Training_21002745.jpg_0.jpg,angry
processed_images\angry_Training_21023543.jpg_0.jpg,angry
processed_images\angry_Training_21078661.jpg_0.jpg,angry
processed_images\angry_Training_21096846.jpg_0.jpg,angry
processed_images\angry_Training_211850.jpg_0.jpg,angry
processed_images\angry_Training_21220586.jpg_0.jpg,angry
processed_images\angry_Training_2126195.jpg_0.jpg,angry
processed_images\angry_Training_21282633.jpg_0.jpg,angry
processed_images\angry_Training_21354738.jpg_0.jpg,angry
processed_images\angry_Training_21429456.jpg_0.jpg,angry
processed_images\angry_Training_21450179.jpg_0.jpg,angry
processed_images\angry_Training_21475578.jpg_0.jpg,angry
processed_images\angry_Training_21536509.jpg_0.jpg,angry
processed_images\angry_Training_21562334.jpg_0.jpg,angry
processed_images\angry_Training_21574245.jpg_0.jpg,angry
processed_images\angry_Training_21575060.jpg_0.jpg,angry
processed_images\angry_Training_21576940.jpg_0.jpg,angry
processed_images\angry_Training_21597213.jpg_0.jpg,angry
processed_images\angry_Training_21623038.jpg_0.jpg,angry
processed_images\angry_Training_2163965.jpg_0.jpg,angry
processed_images\angry_Training_21651222.jpg_0.jpg,angry
processed_images\angry_Training_21706252.jpg_0.jpg,angry
processed_images\angry_Training_21731792.jpg_0.jpg,angry
processed_images\angry_Training_21745537.jpg_0.jpg,angry
processed_images\angry_Training_21797426.jpg_0.jpg,angry
processed_images\angry_Training_21816646.jpg_0.jpg,angry
processed_images\angry_Training_21868258.jpg_0.jpg,angry
processed_images\angry_Training_21931435.jpg_0.jpg,angry
processed_images\angry_Training_21945057.jpg_0.jpg,angry
processed_images\angry_Training_21960342.jpg_0.jpg,angry
processed_images\angry_Training_22007903.jpg_0.jpg,angry
processed_images\angry_Training_22036377.jpg_0.jpg,angry
processed_images\angry_Training_22041473.jpg_0.jpg,angry
processed_images\angry_Training_22070624.jpg_0.jpg,angry
processed_images\angry_Training_22083557.jpg_0.jpg,angry
processed_images\angry_Training_22225769.jpg_0.jpg,angry
processed_images\angry_Training_22238469.jpg_0.jpg,angry
processed_images\angry_Training_22269387.jpg_0.jpg,angry
processed_images\angry_Training_22321432.jpg_0.jpg,angry
processed_images\angry_Training_22357760.jpg_0.jpg,angry
processed_images\angry_Training_22384775.jpg_0.jpg,angry
processed_images\angry_Training_2242737.jpg_0.jpg,angry
processed_images\angry_Training_2245342.jpg_0.jpg,angry
processed_images\angry_Training_22484444.jpg_0.jpg,angry
processed_images\angry_Training_22505433.jpg_0.jpg,angry
processed_images\angry_Training_22571639.jpg_0.jpg,angry
processed_images\angry_Training_22572626.jpg_0.jpg,angry
processed_images\angry_Training_22589544.jpg_0.jpg,angry
processed_images\angry_Training_22607108.jpg_0.jpg,angry
processed_images\angry_Training_22662478.jpg_0.jpg,angry
processed_images\angry_Training_22683743.jpg_0.jpg,angry
processed_images\angry_Training_2269690.jpg_0.jpg,angry
processed_images\angry_Training_22745962.jpg_0.jpg,angry
processed_images\angry_Training_22757878.jpg_0.jpg,angry
processed_images\angry_Training_22825924.jpg_0.jpg,angry
processed_images\angry_Training_22833016.jpg_0.jpg,angry
processed_images\angry_Training_22855971.jpg_0.jpg,angry
processed_images\angry_Training_22880710.jpg_0.jpg,angry
processed_images\angry_Training_22892509.jpg_0.jpg,angry
processed_images\angry_Training_23065708.jpg_0.jpg,angry
processed_images\angry_Training_23079807.jpg_0.jpg,angry
processed_images\angry_Training_23087152.jpg_0.jpg,angry
processed_images\angry_Training_23150659.jpg_0.jpg,angry
processed_images\angry_Training_23159017.jpg_0.jpg,angry
processed_images\angry_Training_23170842.jpg_0.jpg,angry
processed_images\angry_Training_23189533.jpg_0.jpg,angry
processed_images\angry_Training_23194876.jpg_0.jpg,angry
processed_images\angry_Training_23272363.jpg_0.jpg,angry
processed_images\angry_Training_23274253.jpg_0.jpg,angry
processed_images\angry_Training_23296946.jpg_0.jpg,angry
processed_images\angry_Training_23314296.jpg_0.jpg,angry
processed_images\angry_Training_23372466.jpg_0.jpg,angry
processed_images\angry_Training_23380555.jpg_0.jpg,angry
processed_images\angry_Training_233976.jpg_0.jpg,angry
processed_images\angry_Training_23447931.jpg_0.jpg,angry
processed_images\angry_Training_23467824.jpg_0.jpg,angry
processed_images\angry_Training_23487884.jpg_0.jpg,angry
processed_images\angry_Training_23492125.jpg_0.jpg,angry
processed_images\angry_Training_23497778.jpg_0.jpg,angry
processed_images\angry_Training_23519436.jpg_0.jpg,angry
processed_images\angry_Training_23585159.jpg_0.jpg,angry
processed_images\angry_Training_23625584.jpg_0.jpg,angry
processed_images\angry_Training_23630570.jpg_0.jpg,angry
processed_images\angry_Training_23734703.jpg_0.jpg,angry
processed_images\angry_Training_2374009.jpg_0.jpg,angry
processed_images\angry_Training_23781912.jpg_0.jpg,angry
processed_images\angry_Training_23785053.jpg_0.jpg,angry
processed_images\angry_Training_23801875.jpg_0.jpg,angry
processed_images\angry_Training_23827654.jpg_0.jpg,angry
processed_images\angry_Training_23853526.jpg_0.jpg,angry
processed_images\angry_Training_23854394.jpg_0.jpg,angry
processed_images\angry_Training_23864364.jpg_0.jpg,angry
processed_images\angry_Training_23900654.jpg_0.jpg,angry
processed_images\angry_Training_23944618.jpg_0.jpg,angry
processed_images\angry_Training_24035711.jpg_0.jpg,angry
processed_images\angry_Training_24047186.jpg_0.jpg,angry
processed_images\angry_Training_24061789.jpg_0.jpg,angry
processed_images\angry_Training_24210427.jpg_0.jpg,angry
processed_images\angry_Training_24218021.jpg_0.jpg,angry
processed_images\angry_Training_24236148.jpg_0.jpg,angry
processed_images\angry_Training_24299949.jpg_0.jpg,angry
processed_images\angry_Training_24301976.jpg_0.jpg,angry
processed_images\angry_Training_24306297.jpg_0.jpg,angry
processed_images\angry_Training_24314794.jpg_0.jpg,angry
processed_images\angry_Training_24372639.jpg_0.jpg,angry
processed_images\angry_Training_24419294.jpg_0.jpg,angry
processed_images\angry_Training_24439859.jpg_0.jpg,angry
processed_images\angry_Training_24503186.jpg_0.jpg,angry
processed_images\angry_Training_24511742.jpg_0.jpg,angry
processed_images\angry_Training_24522911.jpg_0.jpg,angry
processed_images\angry_Training_24539523.jpg_0.jpg,angry
processed_images\angry_Training_24567425.jpg_0.jpg,angry
processed_images\angry_Training_2461109.jpg_0.jpg,angry
processed_images\angry_Training_24625492.jpg_0.jpg,angry
processed_images\angry_Training_24637963.jpg_0.jpg,angry
processed_images\angry_Training_24639076.jpg_0.jpg,angry
processed_images\angry_Training_24687742.jpg_0.jpg,angry
processed_images\angry_Training_24737960.jpg_0.jpg,angry
processed_images\angry_Training_24800797.jpg_0.jpg,angry
processed_images\angry_Training_24816787.jpg_0.jpg,angry
processed_images\angry_Training_24825200.jpg_0.jpg,angry
processed_images\angry_Training_24890384.jpg_0.jpg,angry
processed_images\angry_Training_24935028.jpg_0.jpg,angry
processed_images\angry_Training_24963813.jpg_0.jpg,angry
processed_images\angry_Training_2496501.jpg_0.jpg,angry
processed_images\angry_Training_24978929.jpg_0.jpg,angry
processed_images\angry_Training_25059339.jpg_0.jpg,angry
processed_images\angry_Training_25123087.jpg_0.jpg,angry
processed_images\angry_Training_25188983.jpg_0.jpg,angry
processed_images\angry_Training_25282295.jpg_0.jpg,angry
processed_images\angry_Training_25283800.jpg_0.jpg,angry
processed_images\angry_Training_25291602.jpg_0.jpg,angry
processed_images\angry_Training_25353266.jpg_0.jpg,angry
processed_images\angry_Training_25396368.jpg_0.jpg,angry
processed_images\angry_Training_25412694.jpg_0.jpg,angry
processed_images\angry_Training_25463356.jpg_0.jpg,angry
processed_images\angry_Training_25465383.jpg_0.jpg,angry
processed_images\angry_Training_25510140.jpg_0.jpg,angry
processed_images\angry_Training_25576729.jpg_0.jpg,angry
processed_images\angry_Training_25593834.jpg_0.jpg,angry
processed_images\angry_Training_25593873.jpg_0.jpg,angry
processed_images\angry_Training_256301.jpg_0.jpg,angry
processed_images\angry_Training_25655245.jpg_0.jpg,angry
processed_images\angry_Training_25665702.jpg_0.jpg,angry
processed_images\angry_Training_25687624.jpg_0.jpg,angry
processed_images\angry_Training_25693582.jpg_0.jpg,angry
processed_images\angry_Training_25706466.jpg_0.jpg,angry
processed_images\angry_Training_25766067.jpg_0.jpg,angry
processed_images\angry_Training_25769027.jpg_0.jpg,angry
processed_images\angry_Training_25777079.jpg_0.jpg,angry
processed_images\angry_Training_25785881.jpg_0.jpg,angry
processed_images\angry_Training_25806207.jpg_0.jpg,angry
processed_images\angry_Training_2583654.jpg_0.jpg,angry
processed_images\angry_Training_25899060.jpg_0.jpg,angry
processed_images\angry_Training_25941890.jpg_0.jpg,angry
processed_images\angry_Training_25953202.jpg_0.jpg,angry
processed_images\angry_Training_25953867.jpg_0.jpg,angry
processed_images\angry_Training_25957924.jpg_0.jpg,angry
processed_images\angry_Training_25966223.jpg_0.jpg,angry
